source_id,source_name,target_id,target_name,type,context,chapter,act,weight
character_157,洛可可,character_209,佩洛,INTERACTS_WITH,洛可可与佩洛互动，介绍自己和佩洛的关系,第2章,第4幕,1.0
character_60,阿布,character_17,漂泊者,INTERACTS_WITH,阿布从水里救了漂泊者,第2章,第4幕,1.0
character_210,古龙,character_17,漂泊者,ENEMY,古龙袭击了漂泊者,第2章,第4幕,1.0
character_211,珂莱塔小姐,character_17,漂泊者,RELATES_TO,珂莱塔小姐安排成员去接应漂泊者,第2章,第4幕,1.0
character_151,布兰特,organization_219,剧团,MEMBER_OF,布兰特是剧团的团长,第2章,第4幕,1.0
character_157,洛可可,character_17,漂泊者,INTERACTS_WITH,洛可可与漂泊者对话，提供信息和道具,第2章,第4幕,1.0
character_17,漂泊者,location_212,悲叹墓岛,LOCATED_AT,漂泊者在悲叹墓岛上,第2章,第4幕,1.0
character_157,洛可可,location_212,悲叹墓岛,LOCATED_AT,洛可可在悲叹墓岛上,第2章,第4幕,1.0
character_17,漂泊者,location_213,海雾,LOCATED_AT,漂泊者在海雾中,第2章,第4幕,1.0
character_157,洛可可,location_213,海雾,LOCATED_AT,洛可可进入海雾中,第2章,第4幕,1.0
character_17,漂泊者,location_214,灯塔,LOCATED_AT,漂泊者前往灯塔,第2章,第4幕,1.0
character_157,洛可可,item_215,源能礼花枪,OWNS,洛可可提供源能礼花枪给漂泊者,第2章,第4幕,1.0
character_157,洛可可,item_216,大口径改良型源能礼花枪,OWNS,洛可可提到拥有大口径改良型源能礼花枪,第2章,第4幕,1.0
character_157,洛可可,item_217,剧团长砍价刀,OWNS,洛可可提供剧团长砍价刀给漂泊者,第2章,第4幕,1.0
character_221,丽露,character_61,千咲,INTERACTS_WITH,丽露关心千咲的身体状况,第2章,第18幕,1.0
character_61,千咲,character_156,黑海岸,LOCATED_AT,千咲在黑海岸接受治疗,第2章,第18幕,1.0
character_222,瓦莲京娜,character_17,漂泊者,INTERACTS_WITH,瓦莲京娜向漂泊者提供信息,第2章,第18幕,1.0
character_61,千咲,location_66,穗波市,LOCATED_AT,千咲独自前往穗波市,第2章,第18幕,1.0
location_66,穗波市,location_110,索诺拉,LOCATED_AT,穗波市位于索诺拉中,第2章,第18幕,1.0
organization_223,泰缇斯系统,location_66,穗波市,RELATES_TO,泰缇斯系统监测穗波市,第2章,第18幕,1.0
character_224,执花澄夏,organization_227,谬误收容所,MEMBER_OF,执花澄夏是谬误收容所的研究员,第2章,第18幕,1.0
character_224,执花澄夏,organization_228,星图,RELATES_TO,星图铭记执花澄夏,第2章,第18幕,1.0
location_66,穗波市,location_176,乘霄山,RELATES_TO,穗波市和乘霄山情况相似,第2章,第18幕,1.0
character_225,库休休,character_61,千咲,INTERACTS_WITH,库休休与千咲有互动,第2章,第18幕,1.0
entity_232,泰缇斯终端,location_226,新枝地,LOCATED_AT,泰缇斯终端留在新枝地,第2章,第18幕,1.0
character_229,洄游鱼,location_66,穗波市,LOCATED_AT,洄游鱼展示穗波市景象,第2章,第18幕,1.0
character_61,千咲,location_230,列车长咖啡厅,LOCATED_AT,千咲和漂泊者在列车长咖啡厅休息,第2章,第18幕,1.0
character_106,坎特蕾拉,item_237,秘药,OWNS,坎特蕾拉调配了秘药,第2章,第14幕,1.0
character_106,坎特蕾拉,character_233,利维亚坦,INTERACTS_WITH,坎特蕾拉了解利维亚坦的情况,第2章,第14幕,1.0
character_234,嘉贝莉娜,character_233,利维亚坦,INTERACTS_WITH,嘉贝莉娜讨论了利维亚坦的计划和对策,第2章,第14幕,1.0
character_234,嘉贝莉娜,organization_235,翡萨烈,MEMBER_OF,嘉贝莉娜是翡萨烈的家主,第2章,第14幕,1.0
character_60,阿布,item_236,黑潮,RELATES_TO,阿布体内有黑潮的频率,第2章,第14幕,1.0
character_17,漂泊者,character_60,阿布,INTERACTS_WITH,漂泊者与阿布有对话交流,第2章,第14幕,1.0
character_17,漂泊者,character_233,利维亚坦,INTERACTS_WITH,漂泊者讨论了利维亚坦的计划和对策,第2章,第14幕,1.0
character_17,漂泊者,location_108,拉古那,LOCATED_AT,漂泊者是拉古那的桂冠,第2章,第14幕,1.0
character_17,漂泊者,location_48,七丘,LOCATED_AT,漂泊者为七丘的英雄王,第2章,第14幕,1.0
organization_235,翡萨烈,character_238,鸣式,ENEMY,翡萨烈已与鸣式抗衡百年,第2章,第14幕,1.0
character_234,嘉贝莉娜,character_240,剧作家,INTERACTS_WITH,嘉贝莉娜提到剧作家在黎那汐塔引发戏剧冲突,第2章,第14幕,1.0
character_234,嘉贝莉娜,event_239,巡游天国,PARTicipates_IN,嘉贝莉娜讨论了巡游天国的降临途径,第2章,第14幕,1.0
character_106,坎特蕾拉,location_121,埃弗拉德金库,LOCATED_AT,坎特蕾拉提到翡萨烈的成员会向埃弗拉德金库进行转移,第2章,第14幕,1.0
character_106,坎特蕾拉,character_103,珂莱塔,INTERACTS_WITH,坎特蕾拉提到待与珂莱塔汇合,第2章,第14幕,1.0
character_222,瓦莲京娜,character_17,漂泊者,INTERACTS_WITH,瓦莲京娜与漂泊者讨论黑海岸的异常频率,第2章,第17幕,1.0
character_143,守岸人,character_17,漂泊者,INTERACTS_WITH,守岸人告诉漂泊者关于残缺信息和空间坐标的事情,第2章,第17幕,1.0
character_17,漂泊者,location_242,谬误收容所,LOCATED_AT,漂泊者前往谬误收容所与守岸人对话,第2章,第17幕,1.0
character_243,卜灵,character_17,漂泊者,INTERACTS_WITH,卜灵与漂泊者讨论异常频率和空间坐标,第2章,第17幕,1.0
character_221,丽露,character_17,漂泊者,INTERACTS_WITH,丽露向漂泊者提供关于空间裂隙和索诺拉的信息,第2章,第17幕,1.0
organization_245,执花,location_110,索诺拉,PARTicipates_IN,执花尝试进入索诺拉调查,第2章,第17幕,1.0
character_60,阿布,character_17,漂泊者,FAMILY,阿布是漂泊者的同伴,第2章,第17幕,1.0
entity_247,上班族,location_66,穗波市,LOCATED_AT,上班族在穗波市的市中心,第2章,第17幕,1.0
character_143,守岸人,character_17,漂泊者,INTERACTS_WITH,守岸人与漂泊者通过通讯交流，并在咖啡厅等待漂泊者,第3章,第1幕,1.0
character_143,守岸人,character_156,黑海岸,LOCATED_AT,守岸人在黑海岸等待漂泊者,第3章,第1幕,1.0
character_143,守岸人,location_230,列车长咖啡厅,LOCATED_AT,守岸人在列车长咖啡厅等待漂泊者,第3章,第1幕,1.0
character_17,漂泊者,character_156,黑海岸,LOCATED_AT,漂泊者准备从黑海岸出发前往拉海洛,第3章,第1幕,1.0
character_17,漂泊者,location_64,拉海洛,LOCATED_AT,漂泊者准备前往拉海洛,第3章,第1幕,1.0
character_143,守岸人,event_249,虚质磁暴,PARTicipates_IN,守岸人讨论了虚质磁暴的情况,第3章,第1幕,1.0
character_17,漂泊者,event_249,虚质磁暴,PARTicipates_IN,漂泊者可能与虚质磁暴周期有关,第3章,第1幕,1.0
organization_250,深空联合,event_249,虚质磁暴,RELATES_TO,深空联合对稳定频率的研究与虚质磁暴有关,第3章,第1幕,1.0
character_17,漂泊者,location_57,星炬学院,LOCATED_AT,漂泊者前往星炬学院,第3章,第1幕,1.0
character_61,千咲,location_57,星炬学院,LOCATED_AT,千咲前往星炬学院,第3章,第1幕,1.0
character_56,琳奈,location_57,星炬学院,LOCATED_AT,琳奈在星炬学院遇到漂泊者,第3章,第1幕,1.0
character_17,漂泊者,character_56,琳奈,INTERACTS_WITH,漂泊者与琳奈在星炬学院相遇并对话,第3章,第1幕,1.0
character_17,漂泊者,character_251,虚诞虫,ENEMY,漂泊者和琳奈摆脱了虚诞虫的追击,第3章,第1幕,1.0
character_56,琳奈,character_251,虚诞虫,ENEMY,琳奈和漂泊者摆脱了虚诞虫的追击,第3章,第1幕,1.0
character_3,秧秧,organization_138,炽霞,APPEARS_IN,与秧秧，炽霞汇合,第1章,第5幕,1.0
character_9,白芷,character_3,秧秧,INTERACTS_WITH,白芷提醒秧秧注意无音区异动,第1章,第5幕,1.0
character_9,白芷,organization_138,炽霞,INTERACTS_WITH,白芷提醒炽霞注意无音区异动,第1章,第5幕,1.0
character_80,今汐,character_68,忌炎,RELATES_TO,今汐与忌炎有特殊联系,第1章,第5幕,1.0
character_80,今汐,character_115,角,RELATES_TO,角选择今汐作为令尹,第1章,第5幕,1.0
organization_127,残星会,character_80,今汐,RELATES_TO,残星会与今汐有关,第1章,第5幕,1.0
organization_253,黑海岸,character_80,今汐,RELATES_TO,黑海岸关注今汐,第1章,第5幕,1.0
character_254,林奶奶,organization_138,炽霞,INTERACTS_WITH,炽霞与林奶奶讨论黑花,第1章,第5幕,1.0
character_254,林奶奶,character_3,秧秧,INTERACTS_WITH,秧秧向林奶奶询问黑花,第1章,第5幕,1.0
character_254,林奶奶,character_260,植物系共鸣者,MEMBER_OF,植物系共鸣者在林奶奶的盆景店做帮工,第1章,第5幕,1.0
character_260,植物系共鸣者,item_256,黑花,RELATES_TO,植物系共鸣者可能知道黑花的信息,第1章,第5幕,1.0
location_72,今州,location_73,北落野,LOCATED_AT,北落野是今州的古战场,第1章,第5幕,1.0
character_254,林奶奶,location_257,商业街,LOCATED_AT,林奶奶在商业街经营盆景店,第1章,第5幕,1.0
character_260,植物系共鸣者,location_258,后山,LOCATED_AT,植物系共鸣者在后山做生态调研,第1章,第5幕,1.0
location_259,瀑布,location_258,后山,RELATES_TO,瀑布是通往后山的捷径,第1章,第5幕,1.0
character_60,阿布,location_262,列奥尼达酒店,LOCATED_AT,阿布在列奥尼达酒店与漂泊者对话,第2章,第11幕,1.0
character_263,德米安,location_264,总督宫,LOCATED_AT,德米安是总督宫侍从,第2章,第11幕,1.0
character_40,奥古斯塔,location_264,总督宫,LOCATED_AT,奥古斯塔在总督宫,第2章,第11幕,1.0
character_17,漂泊者,location_262,列奥尼达酒店,LOCATED_AT,漂泊者在列奥尼达酒店与阿布对话,第2章,第11幕,1.0
character_17,漂泊者,location_264,总督宫,LOCATED_AT,漂泊者前往总督宫,第2章,第11幕,1.0
character_40,奥古斯塔,item_265,亚狮诺索,RELATES_TO,奥古斯塔提到亚狮诺索,第2章,第11幕,1.0
character_40,奥古斯塔,location_266,桑古伊斯狩原,LOCATED_AT,奥古斯塔提到桑古伊斯狩原,第2章,第11幕,1.0
item_236,黑潮,location_266,桑古伊斯狩原,LOCATED_AT,黑潮盘桓在桑古伊斯狩原上空,第2章,第11幕,1.0
location_267,彻地之楔,location_266,桑古伊斯狩原,LOCATED_AT,彻地之楔位于桑古伊斯狩原,第2章,第11幕,1.0
character_40,奥古斯塔,location_268,风潮崖,LOCATED_AT,奥古斯塔在风潮崖等待漂泊者,第2章,第11幕,1.0
character_17,漂泊者,location_268,风潮崖,LOCATED_AT,漂泊者前往风潮崖与奥古斯塔会面,第2章,第11幕,1.0
character_269,阿维狄亚,location_268,风潮崖,LOCATED_AT,阿维狄亚带领漂泊者前往风潮崖,第2章,第11幕,1.0
character_269,阿维狄亚,organization_47,元老院,MEMBER_OF,阿维狄亚提到元老院,第2章,第11幕,1.0
character_271,露帕,character_17,漂泊者,INTERACTS_WITH,露帕与漂泊者作为搭档一起行动,第2章,第8幕,1.0
character_271,露帕,character_272,亚狮诺索,INTERACTS_WITH,露帕向漂泊者提及亚狮诺索,第2章,第8幕,1.0
character_17,漂泊者,location_273,荣耀之间,LOCATED_AT,漂泊者在荣耀之间感受到异样的声音,第2章,第8幕,1.0
item_274,特库斯的剑,character_275,特库斯,OWNS,特库斯的剑属于特库斯,第2章,第8幕,1.0
character_275,特库斯,location_48,七丘,LOCATED_AT,特库斯是七丘的战士,第2章,第8幕,1.0
character_113,卡提希娅,character_17,漂泊者,INTERACTS_WITH,卡提希娅与漂泊者交流信息,第2章,第8幕,1.0
character_113,卡提希娅,location_48,七丘,LOCATED_AT,卡提希娅在七丘城区行动,第2章,第8幕,1.0
character_276,蜜芽选手,location_48,七丘,LOCATED_AT,蜜芽选手在七丘自裁,第2章,第8幕,1.0
item_236,黑潮,location_48,七丘,RELATES_TO,黑潮影响了七丘,第2章,第8幕,1.0
character_277,岁主英白拉多,location_48,七丘,RELATES_TO,岁主英白拉多与七丘的起源信标相关,第2章,第8幕,1.0
organization_127,残星会,character_238,鸣式,MEMBER_OF,鸣式与残星会有关联,第2章,第8幕,1.0
character_102,夏空,location_279,拉古那城,LOCATED_AT,夏空在拉古那城,第2章,第15幕,1.0
character_102,夏空,character_17,漂泊者,INTERACTS_WITH,夏空与漂泊者对话,第2章,第15幕,1.0
character_281,桂冠,location_280,拉古那广场,LOCATED_AT,桂冠在拉古那广场战斗,第2章,第15幕,1.0
character_282,漆黑的猎人,location_145,黎那汐塔,LOCATED_AT,漆黑的猎人在黎那汐塔击败劲敌,第2章,第15幕,1.0
character_17,漂泊者,location_145,黎那汐塔,LOCATED_AT,漂泊者在黎那汐塔,第2章,第15幕,1.0
character_283,仇远,character_17,漂泊者,INTERACTS_WITH,仇远感知到漂泊者,第2章,第15幕,1.0
character_284,接引教士,character_285,利奥,INTERACTS_WITH,接引教士与利奥对话,第2章,第15幕,1.0
character_285,利奥,character_286,菲比,INTERACTS_WITH,利奥告诉菲比保护好教堂里的民众,第2章,第15幕,1.0
character_285,利奥,character_287,莫塔里家的珂莱塔,INTERACTS_WITH,利奥与珂莱塔对话,第2章,第15幕,1.0
character_283,仇远,character_287,莫塔里家的珂莱塔,INTERACTS_WITH,仇远与珂莱塔对话,第2章,第15幕,1.0
character_285,利奥,organization_288,瑝珑,MEMBER_OF,利奥提到瑝珑的先生,第2章,第15幕,1.0
character_283,仇远,character_106,坎特蕾拉,INTERACTS_WITH,仇远与坎特蕾拉对话,第2章,第15幕,1.0
character_106,坎特蕾拉,character_291,梁先生,INTERACTS_WITH,坎特蕾拉见过梁先生,第2章,第15幕,1.0
character_283,仇远,character_113,卡提希娅,INTERACTS_WITH,仇远提到卡提希娅,第2章,第15幕,1.0
character_283,仇远,organization_292,明庭,MEMBER_OF,仇远曾是明庭的人,第2章,第15幕,1.0
character_294,主座芬莱克,item_295,拉古那始源圣器,OWNS,芬莱克掌握拉古那始源圣器,第2章,第15幕,1.0
character_283,仇远,character_294,主座芬莱克,INTERACTS_WITH,仇远寻找芬莱克,第2章,第15幕,1.0
character_294,主座芬莱克,location_296,狄萨莱海脊,LOCATED_AT,芬莱克在狄萨莱海脊的试验场,第2章,第15幕,1.0
character_283,仇远,organization_127,残星会,MEMBER_OF,仇远是残星会的成员,第2章,第15幕,1.0
character_283,仇远,character_141,伤痕,INTERACTS_WITH,仇远被委托诛杀伤痕,第2章,第15幕,1.0
character_299,伊什麦尔,location_300,黎乔利群岛,LOCATED_AT,伊什麦尔建议去黎乔利群岛钓鱼,第2章,第5幕,1.0
character_301,亚哈,location_300,黎乔利群岛,LOCATED_AT,亚哈在黎乔利群岛的码头上,第2章,第5幕,1.0
character_301,亚哈,character_302,普朗克,INTERACTS_WITH,亚哈提到普朗克能提供出海捕鱼所需物品和修葺船只服务,第2章,第5幕,1.0
character_301,亚哈,item_303,拉结号,OWNS,亚哈拥有老船拉结号,第2章,第5幕,1.0
character_286,菲比,item_308,溯海之鲸,RELATES_TO,菲比寻找溯海之鲸的下落,第2章,第5幕,1.0
character_301,亚哈,character_286,菲比,INTERACTS_WITH,亚哈与菲比讨论关于溯海之鲸的事情,第2章,第5幕,1.0
character_301,亚哈,character_305,魁格,INTERACTS_WITH,亚哈提到魁格，需要魁格修船,第2章,第5幕,1.0
character_301,亚哈,character_306,斯塔巴克斯,INTERACTS_WITH,亚哈建议去找斯塔巴克斯了解情况,第2章,第5幕,1.0
character_286,菲比,character_306,斯塔巴克斯,RELATES_TO,菲比和亚哈讨论斯塔巴克斯的情况,第2章,第5幕,1.0
character_60,阿布,location_322,学院宿舍,LOCATED_AT,阿布在学院宿舍等待莫宁和琳奈,第3章,第3幕,1.0
character_56,琳奈,location_322,学院宿舍,LOCATED_AT,琳奈在学院宿舍等待阿布,第3章,第3幕,1.0
character_60,阿布,character_310,莫宁,INTERACTS_WITH,阿布和莫宁讨论深空联合的食物,第3章,第3幕,1.0
character_310,莫宁,character_56,琳奈,INTERACTS_WITH,莫宁和琳奈讨论深空联合的食物,第3章,第3幕,1.0
character_310,莫宁,item_311,海维夏探测器,PARTicipates_in,莫宁询问琳奈和漂泊者关于海维夏探测器失控的情况,第3章,第3幕,1.0
character_56,琳奈,item_311,海维夏探测器,PARTicipates_in,琳奈被询问关于海维夏探测器失控的情况,第3章,第3幕,1.0
organization_312,新联邦,organization_313,瑝珑华胥研究所,RELATES_TO,新联邦与瑝珑华胥研究所在能量压缩技术领域与深空联合竞争,第3章,第3幕,1.0
character_314,法芙娜,item_316,日灵,SEES,法芙娜在集市整理货物时看到日灵,第3章,第3幕,1.0
character_315,斯万,item_316,日灵,SEES,斯万在集市整理货物时看到日灵,第3章,第3幕,1.0
character_310,莫宁,item_317,日轮,RELATES_TO,莫宁解释日轮的重要性和功能,第3章,第3幕,1.0
organization_318,罗伊族,item_317,日轮,RELATES_TO,罗伊族能从日轮中获取数据,第3章,第3幕,1.0
character_319,玛嘉,entity_325,探测机器人,OWNS,玛嘉是探测机器人的负责人,第3章,第3幕,1.0
character_310,莫宁,character_319,玛嘉,INTERACTS_WITH,莫宁和玛嘉讨论探测机器人失控的问题,第3章,第3幕,1.0
organization_320,引日殿,organization_321,秘日六席,MEMBER_OF,秘日六席是引日殿中的成员,第3章,第3幕,1.0
character_17,漂泊者,character_113,卡提希娅,INTERACTS_WITH,漂泊者寻找卡提希娅,第2章,第7幕,1.0
character_17,漂泊者,character_60,阿布,INTERACTS_WITH,阿布帮助漂泊者寻找卡提希娅,第2章,第7幕,1.0
character_17,漂泊者,location_110,索诺拉,LOCATED_AT,漂泊者前往索诺拉寻找卡提希娅,第2章,第7幕,1.0
character_17,漂泊者,location_111,阿维纽林,LOCATED_AT,漂泊者前往阿维纽林,第2章,第7幕,1.0
character_17,漂泊者,location_48,七丘,LOCATED_AT,漂泊者到达七丘,第2章,第7幕,1.0
character_60,阿布,item_326,高天讯使,RELATES_TO,阿布提议使用高天讯使前往目的地,第2章,第7幕,1.0
character_106,坎特蕾拉,organization_327,桂冠,MEMBER_OF,坎特蕾拉被桂冠联络,第2章,第7幕,1.0
character_329,马蒂亚,organization_328,缥浪队,MEMBER_OF,马蒂亚是缥浪队的成员,第2章,第7幕,1.0
organization_328,缥浪队,location_330,卡庇托山,LOCATED_AT,缥浪队参加卡庇托山的大角斗赛,第2章,第7幕,1.0
entity_332,七丘人,character_114,岁主,ALLY,七丘人视岁主为强大的战友和引航者,第2章,第7幕,1.0
entity_332,七丘人,location_108,拉古那,ENEMY,七丘人认为拉古那传播错误的观念,第2章,第7幕,1.0
entity_332,七丘人,character_272,亚狮诺索,RELATES_TO,亚狮诺索是七丘人的精神图腾,第2章,第7幕,1.0
character_333,夜归,character_3,秧秧,APPEARS_IN,夜归与秧秧在归墟港市会合,第2章,第16幕,1.0
character_3,秧秧,entity_342,玩家昵称,INTERACTS_WITH,秧秧与玩家昵称对话，关心玩家昵称,第2章,第16幕,1.0
character_334,釉瑚,entity_342,玩家昵称,INTERACTS_WITH,釉瑚与玩家昵称对话，提出结伴,第2章,第16幕,1.0
character_334,釉瑚,character_3,秧秧,INTERACTS_WITH,釉瑚与秧秧对话，开玩笑,第2章,第16幕,1.0
character_3,秧秧,organization_253,黑海岸,MEMBER_OF,秧秧提到自己是夜归踏白，属于黑海岸,第2章,第16幕,1.0
character_336,妮娅,organization_253,黑海岸,MEMBER_OF,妮娅是黑海岸的执花,第2章,第16幕,1.0
entity_342,玩家昵称,organization_253,黑海岸,INTERACTS_WITH,玩家昵称与黑海岸的执花妮娅对话,第2章,第16幕,1.0
character_336,妮娅,item_337,泰缇斯系统,RELATES_TO,妮娅提到泰缇斯系统指挥黑海岸成员行动,第2章,第16幕,1.0
character_338,霍德,organization_253,黑海岸,MEMBER_OF,霍德是黑海岸执花的名字,第2章,第16幕,1.0
character_338,霍德,item_339,引力源,RELATES_TO,霍德与引力源有关,第2章,第16幕,1.0
entity_342,玩家昵称,item_256,黑花,OWNS,秋水给玩家昵称黑花,第2章,第16幕,1.0
character_334,釉瑚,location_72,今州,LOCATED_AT,釉瑚来自今州城,第2章,第16幕,1.0
character_334,釉瑚,location_176,乘霄山,RELATES_TO,釉瑚提到乘霄山的古董,第2章,第16幕,1.0
character_334,釉瑚,location_340,稷廷,RELATES_TO,釉瑚提到稷廷的古董,第2章,第16幕,1.0
organization_138,炽霞,character_17,漂泊者,INTERACTS_WITH,讨论小家伙的情况,第1章,第8幕,1.0
organization_138,炽霞,character_343,小家伙,INTERACTS_WITH,讨论小家伙的情况,第1章,第8幕,1.0
character_3,秧秧,character_17,漂泊者,INTERACTS_WITH,解释小家伙的情况,第1章,第8幕,1.0
character_3,秧秧,character_343,小家伙,INTERACTS_WITH,解释小家伙的情况,第1章,第8幕,1.0
character_9,白芷,character_17,漂泊者,INTERACTS_WITH,对漂泊者和小家伙进行了检查,第1章,第8幕,1.0
character_9,白芷,character_343,小家伙,INTERACTS_WITH,对漂泊者和小家伙进行了检查,第1章,第8幕,1.0
character_203,忌炎将军,character_17,漂泊者,INTERACTS_WITH,讨论小家伙的情况,第1章,第8幕,1.0
character_343,小家伙,character_17,漂泊者,RELATES_TO,依存性趋同的关系,第1章,第8幕,1.0
character_343,小家伙,location_73,北落野,LOCATED_AT,从漂泊者体内涌现的地方,第1章,第8幕,1.0
character_9,白芷,organization_16,研究院,MEMBER_OF,白芷在研究院工作,第1章,第8幕,1.0
character_343,小家伙,character_90,无冠者,RELATES_TO,与无冠者的力量同源,第1章,第8幕,1.0
character_9,白芷,location_344,蜃境,LOCATED_AT,白芷不得不去蜃境处理事务,第1章,第8幕,1.0
character_17,漂泊者,location_64,拉海洛,LOCATED_AT,漂泊者在拉海洛寻找导致其丢失的源头,第3章,第4幕,1.0
character_346,隧者,location_64,拉海洛,LOCATED_AT,隧者位于地上冰原的拉海洛,第3章,第4幕,1.0
character_17,漂泊者,item_347,罗伊人的三纪神话,RELATES_TO,漂泊者认为罗伊人的三纪神话与隧者有关,第3章,第4幕,1.0
character_348,洛瑟菈,event_351,炉芯纪,PARTicipates_IN,洛瑟菈讲述罗伊人的三纪神话中的炉芯纪,第3章,第4幕,1.0
character_349,娜波摩,event_351,炉芯纪,PARTicipates_IN,娜波摩讲述炉芯纪中隧者和鸣式的故事,第3章,第4幕,1.0
character_346,隧者,character_238,鸣式,ENEMY,隧者和鸣式进行了激烈的交战,第3章,第4幕,1.0
character_350,爱弥斯,organization_355,拉贝尔学部,MEMBER_OF,爱弥斯是拉贝尔学部的学生,第3章,第4幕,1.0
character_350,爱弥斯,location_357,虚境作训场,LOCATED_AT,爱弥斯在虚境作训场失踪,第3章,第4幕,1.0
character_350,爱弥斯,item_359,隧者炉芯的核心,OWNS,爱弥斯依附于隧者炉芯的核心存在,第3章,第4幕,1.0
character_17,漂泊者,character_350,爱弥斯,INTERACTS_WITH,漂泊者与爱弥斯有对话交流,第3章,第4幕,1.0
character_350,爱弥斯,character_310,莫宁,HELPS,爱弥斯救助了莫宁,第3章,第4幕,1.0
character_349,娜波摩,character_356,西格莉卡,INTERACTS_WITH,娜波摩邀请西格莉卡一起去图书馆,第3章,第4幕,1.0
character_350,爱弥斯,character_358,日灵,ALLY,日灵帮助爱弥斯增强力量,第3章,第4幕,1.0
character_60,阿布,character_17,漂泊者,INTERACTS_WITH,阿布和漂泊者讨论接下来的行动,第2章,第2幕,1.0
character_17,漂泊者,location_361,埃弗拉德银行,LOCATED_AT,漂泊者前往埃弗拉德银行领取启动资金,第2章,第2幕,1.0
character_17,漂泊者,item_362,声骸船,OWNS,漂泊者乘坐声骸船前往埃弗拉德银行,第2章,第2幕,1.0
character_118,赞妮,character_17,漂泊者,INTERACTS_WITH,赞妮在银行接待漂泊者并协助提取资金,第2章,第2幕,1.0
character_118,赞妮,location_361,埃弗拉德银行,LOCATED_AT,赞妮在埃弗拉德银行工作,第2章,第2幕,1.0
character_118,赞妮,organization_123,莫塔里家族,MEMBER_OF,赞妮受莫塔里家族指示工作,第2章,第2幕,1.0
item_363,墨丘利,location_361,埃弗拉德银行,LOCATED_AT,墨丘利是埃弗拉德银行的自助提款机,第2章,第2幕,1.0
character_118,赞妮,location_364,玛格烈特家庭餐馆,LOCATED_AT,赞妮带漂泊者去玛格烈特家庭餐馆用餐,第2章,第2幕,1.0
character_365,玛格烈特,location_364,玛格烈特家庭餐馆,LOCATED_AT,玛格烈特在玛格烈特家庭餐馆工作,第2章,第2幕,1.0
character_118,赞妮,event_368,拍卖会,PARTicipates_IN,赞妮提到拍卖会最后一批拍品已经抵达,第2章,第2幕,1.0
character_369,隆巴迪先生,event_368,拍卖会,PARTicipates_IN,隆巴迪先生为拍卖会的珍品购买了高额保险,第2章,第2幕,1.0
character_118,赞妮,item_370,蜜露果酒,OWNS,赞妮向漂泊者推荐蜜露果酒,第2章,第2幕,1.0
organization_123,莫塔里家族,event_371,狂欢节,PARTicipates_IN,莫塔里家族为岁主敬献的声骸演出是狂欢节的一部分,第2章,第2幕,1.0
character_60,阿布,character_17,漂泊者,INTERACTS_WITH,阿布和漂泊者在烈日酒馆中对话,第2章,第10幕,1.0
character_17,漂泊者,character_40,奥古斯塔,INTERACTS_WITH,漂泊者和奥古斯塔有会面安排,第2章,第10幕,1.0
character_17,漂泊者,event_376,大角斗赛,PARTicipates_IN,漂泊者是大角斗赛的冠军,第2章,第10幕,1.0
character_373,涅索,character_17,漂泊者,INTERACTS_WITH,涅索与漂泊者讨论关于奥古斯塔的事情,第2章,第10幕,1.0
character_373,涅索,character_40,奥古斯塔,RELATES_TO,涅索正在创作关于奥古斯塔的诗歌,第2章,第10幕,1.0
character_373,涅索,item_374,烈阳昔叙之诗,OWNS,涅索准备讲述烈阳昔叙之诗,第2章,第10幕,1.0
character_40,奥古斯塔,location_264,总督宫,LOCATED_AT,奥古斯塔位于总督宫,第2章,第10幕,1.0
character_17,漂泊者,location_48,七丘,LOCATED_AT,漂泊者目前在七丘,第2章,第10幕,1.0
character_60,阿布,location_48,七丘,LOCATED_AT,阿布目前在七丘,第2章,第10幕,1.0
character_375,卡托,character_40,奥古斯塔,RELATES_TO,卡托可能对奥古斯塔有所期待,第2章,第10幕,1.0
