id,name,type,description,aliases,first_seen_chapter,first_seen_act,occurrence_count,chapter_number,act_number
location_307,舵盘村,Location,亚哈建议去的地方，寻找斯塔巴克斯,,第2章,第5幕,1,,
item_308,溯海之鲸,Item,菲比寻找的对象，与亚哈有关联,,第2章,第5幕,1,,
chapter_309,第2章《第二章》第5幕《老人鱼海》,Chapter,第二章 - 老人鱼海,,,,1,2,5
character_310,莫宁,Character,深空联合的研究员，对食物的口味和能量压缩技术有了解,,第3章,第3幕,2,,
item_311,海维夏探测器,Item,失控的探测器，需要被镇压,,第3章,第3幕,1,,
organization_312,新联邦,Organization,与深空联合在能量压缩技术领域有竞争的组织,,第3章,第3幕,1,,
organization_313,瑝珑华胥研究所,Organization,与深空联合在能量压缩技术领域有竞争的研究所,,第3章,第3幕,1,,
character_314,法芙娜,Character,在集市整理货物时看到日灵的角色,,第3章,第3幕,1,,
character_315,斯万,Character,在集市整理货物时看到日灵的角色,,第3章,第3幕,1,,
item_316,日灵,Item,白色的，和一个南瓜差不多大的物体,,第3章,第3幕,1,,
item_317,日轮,Item,换日仪式中最重要的东西之一，由罗伊族获取数据,,第3章,第3幕,1,,
organization_318,罗伊族,Organization,能从日轮中获取数据的族群,,第3章,第3幕,1,,
character_319,玛嘉,Character,探测机器人的负责人，因机器人失控而逃课,,第3章,第3幕,1,,
organization_320,引日殿,Organization,罗伊族中的一个组织，有「昭日者」和「秘日六席」,,第3章,第3幕,1,,
organization_321,秘日六席,Organization,罗伊族中最崇高最厉害的六个人,,第3章,第3幕,1,,
location_322,学院宿舍,Location,阿布和莫宁约定见面的地点,,第3章,第3幕,1,,
organization_323,星炬学院,Organization,阿布和漂泊者所属的学院,,第3章,第3幕,1,,
chapter_324,第3章《第三章》第3幕《致第二次日出》,Chapter,第三章 - 致第二次日出,,,,1,3,3
entity_325,探测机器人,Entity,,,,,1,,
item_326,高天讯使,Item,阿布提到的交通工具,,第2章,第7幕,1,,
organization_327,桂冠,Organization,联络坎特蕾拉的组织,,第2章,第7幕,1,,
organization_328,缥浪队,Organization,角斗队伍，马蒂亚是其中一员,,第2章,第7幕,1,,
character_329,马蒂亚,Character,缥浪队的成员，参与角斗,,第2章,第7幕,1,,
location_330,卡庇托山,Location,举办大角斗赛的地方,,第2章,第7幕,2,,
chapter_331,第2章《第二章》第7幕《荣耀暗面》,Chapter,第二章 - 荣耀暗面,,,,1,2,7
entity_332,七丘人,Entity,,,,,1,,
character_333,夜归,Character,与秧秧会合的角色,,第2章,第16幕,1,,
character_334,釉瑚,Character,今州城里的古玩专家，寻找宝物线索,,第2章,第16幕,1,,
location_335,归墟港市,Location,故事发生地，寻找黑海岸成员的地方,,第2章,第16幕,1,,
character_336,妮娅,Character,黑海岸的执花，请求玩家昵称帮忙,,第2章,第16幕,1,,
item_337,泰缇斯系统,Item,指挥黑海岸成员行动的系统,,第2章,第16幕,1,,
character_338,霍德,Character,黑海岸执花的名字，与引力源有关,,第2章,第16幕,1,,
item_339,引力源,Item,异常频率，与霍德有关,,第2章,第16幕,1,,
location_340,稷廷,Location,与古董有关的地方,,第2章,第16幕,1,,
chapter_341,第2章《第二章》第16幕《行至海岸尽头》,Chapter,第二章 - 行至海岸尽头,,,,1,2,16
entity_342,玩家昵称,Entity,,,,,1,,
character_343,小家伙,Character,与漂泊者有依存性趋同的特殊声骸,声骸,第1章,第8幕,1,,
location_344,蜃境,Location,诏州出现的地方，白芷不得不过去处理,,第1章,第8幕,1,,
chapter_345,第1章《第一章》第8幕《行路遇新知》,Chapter,第一章 - 行路遇新知,,,,1,1,8
character_346,隧者,Character,罗伊人的三纪神话中的角色，与鸣式交战,,第3章,第4幕,1,,
item_347,罗伊人的三纪神话,Item,故事中提到的神话，与隧者和鸣式有关,,第3章,第4幕,1,,
character_348,洛瑟菈,Character,在教室中讲述罗伊人的三纪神话的角色,,第3章,第4幕,1,,
character_349,娜波摩,Character,娜波摩助教，讲述隧者和鸣式的故事,,第3章,第4幕,1,,
character_350,爱弥斯,Character,拉贝尔学部的学生，被称为隧者的适格者，后变成电子幽灵,,第3章,第4幕,1,,
event_351,炉芯纪,Event,罗伊人的三纪神话中的第二纪,,第3章,第4幕,1,,
character_352,巴德尔,Character,太阳的化身，将赫龙格封印,,第3章,第4幕,1,,
character_353,赫龙格,Character,被巴德尔封印的外来神祇,,第3章,第4幕,1,,
location_354,隧门,Location,隧者和鸣式降临到这个世界的地方,,第3章,第4幕,1,,
organization_355,拉贝尔学部,Organization,故事中的一个学部，爱弥斯曾是其中的学生,,第3章,第4幕,1,,
character_356,西格莉卡,Character,愿意陪娜波摩去图书馆的角色,,第3章,第4幕,1,,
location_357,虚境作训场,Location,爱弥斯失踪的地点,,第3章,第4幕,1,,
character_358,日灵,Character,帮助爱弥斯增强力量的存在,,第3章,第4幕,1,,
item_359,隧者炉芯的核心,Item,爱弥斯依附存在的核心，也是她心脏的等价物,,第3章,第4幕,1,,
chapter_360,第3章《第三章》第4幕《远航星》,Chapter,第三章 - 远航星,,,,1,3,4
location_361,埃弗拉德银行,Location,有名的家族银行,,第2章,第2幕,1,,
item_362,声骸船,Item,用于前往埃弗拉德银行的交通工具,,第2章,第2幕,1,,
item_363,墨丘利,Item,声骸，用于自助提款的型号,,第2章,第2幕,1,,
location_364,玛格烈特家庭餐馆,Location,赞妮推荐的餐馆,,第2章,第2幕,1,,
character_365,玛格烈特,Character,玛格烈特家庭餐馆的员工,,第2章,第2幕,1,,
item_366,热海皇梨披萨,Item,玛格烈特家庭餐馆的特色菜,,第2章,第2幕,1,,
event_367,云闪之鳞式旅行,Event,一种旅行方式,,第2章,第2幕,1,,
event_368,拍卖会,Event,有最后一批拍品抵达的事件,,第2章,第2幕,1,,
character_369,隆巴迪先生,Character,为珍品购买高额保险的人,,第2章,第2幕,1,,
item_370,蜜露果酒,Item,拉古那的餐前酒,丰收之心，神之水滴,第2章,第2幕,1,,
event_371,狂欢节,Event,莫塔里家族为岁主敬献的声骸演出,,第2章,第2幕,1,,
chapter_372,第2章《第二章》第2幕《那神圣微风时常吹入》,Chapter,第二章 - 那神圣微风时常吹入,,,,1,2,2
character_373,涅索,Character,流浪诗人，对总督奥古斯塔有所了解,,第2章,第10幕,1,,
item_374,烈阳昔叙之诗,Item,涅索准备讲述的关于总督奥古斯塔的诗歌,,第2章,第10幕,1,,
character_375,卡托,Character,可能对奥古斯塔有所期待的角色,,第2章,第10幕,1,,
event_376,大角斗赛,Event,漂泊者获得冠军的比赛,,第2章,第10幕,1,,
chapter_377,第2章《第二章》第10幕《铁锈，剑与烈阳》,Chapter,第二章 - 铁锈，剑与烈阳,,,,1,2,10
